userId,movieId,rating,timestamp,recordId
1,1,4.0,2000-07-30 10:45:03,0
1,3,4.0,2000-07-30 10:20:47,1
1,6,4.0,2000-07-30 10:37:04,2
1,47,5.0,2000-07-30 11:03:35,3
1,50,5.0,2000-07-30 10:48:51,4
1,70,3.0,2000-07-30 10:40:00,5
1,101,5.0,2000-07-30 10:14:28,6
1,110,4.0,2000-07-30 10:36:16,7
1,151,5.0,2000-07-30 11:07:21,8
1,157,5.0,2000-07-30 11:08:20,9
1,163,5.0,2000-07-30 11:00:50,10
1,216,5.0,2000-07-30 10:20:08,11
1,223,3.0,2000-07-30 10:16:25,12
1,231,5.0,2000-07-30 10:19:39,13
1,235,4.0,2000-07-30 10:15:08,14
1,260,5.0,2000-07-30 10:28:00,15
1,296,3.0,2000-07-30 10:49:27,16
1,316,3.0,2000-07-30 10:38:30,17
1,333,5.0,2000-07-30 10:19:39,18
1,349,4.0,2000-07-30 10:42:43,19
1,356,4.0,2000-07-30 10:16:02,20
1,362,5.0,2000-07-30 10:43:08,21
1,367,4.0,2000-07-30 10:28:30,22
1,423,3.0,2000-07-30 10:39:23,23
1,441,4.0,2000-07-30 10:14:28,24
1,457,5.0,2000-07-30 10:31:49,25
1,480,4.0,2000-07-30 10:39:06,26
1,500,3.0,2000-07-30 10:20:08,27
1,527,5.0,2000-07-30 11:06:42,28
1,543,4.0,2000-07-30 10:19:39,29
1,552,4.0,2000-07-30 10:44:13,30
1,553,5.0,2000-07-30 11:09:13,31
1,590,4.0,2000-07-30 10:42:26,32
1,592,4.0,2000-07-30 10:37:51,33
1,593,4.0,2000-07-30 11:03:13,34
1,596,5.0,2000-07-30 10:47:18,35
1,608,5.0,2000-07-30 10:48:51,36
1,648,3.0,2000-07-30 10:42:43,37
1,661,5.0,2000-07-30 10:47:18,38
1,673,3.0,2000-07-30 10:29:35,39
1,733,4.0,2000-07-30 10:40:00,40
1,736,3.0,2000-07-30 10:44:13,41
1,780,3.0,2000-07-30 11:08:06,42
1,804,4.0,2000-07-30 10:08:19,43
1,919,5.0,2000-07-30 10:41:15,44
1,923,5.0,2000-07-30 10:25:29,45
1,940,5.0,2000-07-30 10:36:16,46
1,943,4.0,2000-07-30 11:00:14,47
1,954,5.0,2000-07-30 10:53:39,48
1,1009,3.0,2000-07-30 10:29:35,49
1,1023,5.0,2000-07-30 10:44:41,50
1,1024,5.0,2000-07-30 10:47:56,51
1,1025,5.0,2000-07-30 10:46:31,52
1,1029,5.0,2000-07-30 10:47:35,53
1,1030,3.0,2000-07-30 10:48:23,54
1,1031,5.0,2000-07-30 10:44:13,55
1,1032,5.0,2000-07-30 10:46:31,56
1,1042,4.0,2000-07-30 10:19:39,57
1,1049,5.0,2000-07-30 10:40:00,58
1,1060,4.0,2000-07-30 10:15:24,59
1,1073,5.0,2000-07-30 10:28:00,60
1,1080,5.0,2000-07-30 10:22:07,61
1,1089,5.0,2000-07-30 10:49:11,62
1,1090,4.0,2000-07-30 11:06:58,63
1,1092,5.0,2000-07-30 10:58:04,64
1,1097,5.0,2000-07-30 10:28:00,65
1,1127,4.0,2000-07-30 10:41:53,66
1,1136,5.0,2000-07-30 10:22:07,67
1,1196,5.0,2000-07-30 10:30:27,68
1,1197,5.0,2000-07-30 10:31:12,69
1,1198,5.0,2000-07-30 10:30:27,70
1,1206,5.0,2000-07-30 11:02:17,71
1,1208,4.0,2000-07-30 10:54:10,72
1,1210,5.0,2000-07-30 10:08:19,73
1,1213,5.0,2000-07-30 10:49:11,74
1,1214,4.0,2000-07-30 10:30:55,75
1,1219,2.0,2000-07-30 10:56:33,76
1,1220,5.0,2000-07-30 10:31:49,77
1,1222,5.0,2000-07-30 10:31:49,78
1,1224,5.0,2000-07-30 11:06:58,79
1,1226,5.0,2000-07-30 11:00:18,80
1,1240,5.0,2000-07-30 11:02:03,81
1,1256,5.0,2000-07-30 10:24:02,82
1,1258,3.0,2000-07-30 10:56:54,83
1,1265,4.0,2000-07-30 10:59:59,84
1,1270,5.0,2000-07-30 11:01:45,85
1,1275,5.0,2000-07-30 10:38:10,86
1,1278,5.0,2000-07-30 10:56:54,87
1,1282,5.0,2000-07-30 10:45:03,88
1,1291,5.0,2000-07-30 10:31:49,89
1,1298,5.0,2000-07-30 11:08:06,90
1,1348,4.0,2000-07-30 10:56:33,91
1,1377,3.0,2000-07-30 10:44:13,92
1,1396,3.0,2000-07-30 10:50:17,93
1,1408,3.0,2000-07-30 10:38:30,94
1,1445,3.0,2000-07-30 11:08:32,95
1,1473,4.0,2000-07-30 10:14:35,96
1,1500,4.0,2000-07-30 10:16:25,97
1,1517,5.0,2000-07-30 10:18:27,98
1,1552,4.0,2000-07-30 10:43:40,99
1,1573,5.0,2000-07-30 10:38:10,100
1,1580,3.0,2000-07-30 10:18:45,101
1,1587,5.0,2000-07-30 10:39:06,102
1,1617,5.0,2000-07-30 10:49:11,103
1,1620,4.0,2000-07-30 10:50:56,104
1,1625,5.0,2000-07-30 10:58:24,105
1,1644,3.0,2000-07-30 10:58:56,106
1,1676,3.0,2000-07-30 10:43:40,107
1,1732,5.0,2000-07-30 10:18:45,108
1,1777,4.0,2000-07-30 10:20:30,109
1,1793,4.0,2000-07-30 10:23:24,110
1,1804,5.0,2000-07-30 10:50:34,111
1,1805,4.0,2000-07-30 10:50:56,112
1,1920,4.0,2000-07-30 10:29:40,113
1,1927,5.0,2000-07-30 10:24:57,114
1,1954,5.0,2000-07-30 10:36:16,115
1,1967,4.0,2000-07-30 10:28:30,116
1,2000,4.0,2000-07-30 10:36:51,117
1,2005,5.0,2000-07-30 10:28:30,118
